date,campaign_id,channel,campaign_type,region,device,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,roi
2024-02-01,106695,Google Search,Remarketing,West,Mobile,28432,2121,197,117879.04,98993.43,0.0746,0.0929,-0.1602
2024-06-09,106696,Google Search,Brand,West,Mobile,22349,1740,50,95872.59,12255.21,0.0779,0.0287,-0.8722
2024-10-10,106697,Instagram Ads,Remarketing,North,Desktop,19123,433,53,4117.44,27448.4,0.0226,0.1224,5.6664
2024-04-15,106698,Display,Performance,North,Mobile,42949,612,21,4930.11,9833.69,0.0142,0.0343,0.9946
2024-04-14,106699,Display,Performance,East,Mobile,26813,519,40,2770.98,16926.58,0.0194,0.0771,5.1085
2024-08-15,106700,Google Search,Brand,South,Mobile,41063,2257,32,154630.82,12781.56,0.055,0.0142,-0.9173
2024-07-06,106701,Facebook Ads,Brand,West,Desktop,34881,839,13,16850.32,7791.76,0.0241,0.0155,-0.5376
2024-03-10,106702,Instagram Ads,Performance,South,Mobile,27002,794,49,14992.21,10329.68,0.0294,0.0617,-0.311
2024-11-13,106703,Google Search,Brand,West,Desktop,29986,949,37,55459.0,14616.73,0.0316,0.039,-0.7364
2024-10-16,106704,Email,Performance,East,Mobile,11738,410,39,1586.57,14634.83,0.0349,0.0951,8.2242
2024-03-27,106705,Email,Brand,South,Mobile,21588,1186,43,4933.66,8404.35,0.0549,0.0363,0.7035
2024-12-27,106706,Affiliate,Brand,West,Mobile,18903,923,10,7035.97,2245.26,0.0488,0.0108,-0.6809
2024-02-25,106707,Google Search,Remarketing,West,Desktop,25262,1476,199,52771.68,114347.33,0.0584,0.1348,1.1668
2024-04-22,106708,Google Search,Remarketing,East,Mobile,20986,829,105,21175.32,55921.13,0.0395,0.1267,1.6409
2024-01-13,106709,Display,Remarketing,South,Mobile,39034,445,44,5908.43,29426.07,0.0114,0.0989,3.9804
2024-01-18,106710,YouTube Ads,Performance,East,Mobile,39791,747,39,8447.61,9680.76,0.0188,0.0522,0.146
2024-06-30,106711,Display,Remarketing,South,Mobile,26568,193,24,871.16,9665.23,0.0073,0.1244,10.0947
2024-04-22,106712,Google Search,Remarketing,South,Mobile,27902,1296,78,50130.87,41673.71,0.0464,0.0602,-0.1687
2024-08-16,106713,Instagram Ads,Performance,West,Desktop,38527,1028,77,9810.57,31589.01,0.0267,0.0749,2.2199
2024-06-19,106714,Instagram Ads,Performance,North,Desktop,25506,526,40,16089.16,13353.85,0.0206,0.076,-0.17
2024-10-21,106715,Google Search,Brand,South,Desktop,13568,647,17,24082.75,6933.08,0.0477,0.0263,-0.7121
2024-07-07,106716,Instagram Ads,Brand,South,Mobile,27566,582,21,10157.04,6404.04,0.0211,0.0361,-0.3695
2024-03-19,106717,YouTube Ads,Remarketing,East,Mobile,25233,542,44,12903.28,23537.53,0.0215,0.0812,0.8242
2024-05-25,106718,Google Search,Performance,South,Mobile,16440,968,61,30356.36,18535.91,0.0589,0.063,-0.3894
2024-06-30,106719,Facebook Ads,Performance,South,Mobile,17054,452,37,7285.99,12513.39,0.0265,0.0819,0.7175
2024-10-12,106720,YouTube Ads,Brand,South,Desktop,56474,571,17,9255.54,7835.18,0.0101,0.0298,-0.1535
2024-09-06,106721,Instagram Ads,Performance,South,Mobile,17833,322,22,11028.97,3025.69,0.0181,0.0683,-0.7257
2024-12-19,106722,Display,Performance,South,Desktop,52365,348,17,4807.33,6357.11,0.0066,0.0489,0.3224
2024-11-09,106723,Facebook Ads,Performance,North,Desktop,43297,515,26,14310.1,13628.21,0.0119,0.0505,-0.0477
2024-07-14,106724,Facebook Ads,Performance,West,Mobile,21175,368,30,12647.02,5124.68,0.0174,0.0815,-0.5948
2024-11-18,106725,Affiliate,Performance,South,Mobile,26874,586,17,7216.2,2999.7,0.0218,0.029,-0.5843
2024-03-11,106726,Affiliate,Performance,East,Mobile,25890,1045,79,12037.8,15877.8,0.0404,0.0756,0.319
2024-09-04,106727,Google Search,Remarketing,East,Mobile,21360,1384,103,60934.66,27820.5,0.0648,0.0744,-0.5434
2024-05-25,106728,Email,Remarketing,South,Mobile,19620,589,69,1659.87,44185.83,0.03,0.1171,25.6201
2024-04-15,106729,Google Search,Brand,South,Desktop,26055,997,15,62228.51,7730.19,0.0383,0.015,-0.8758
2024-09-19,106730,Google Search,Performance,South,Mobile,20692,770,43,53351.76,12825.46,0.0372,0.0558,-0.7596
2024-10-22,106731,Facebook Ads,Performance,North,Mobile,43432,851,70,23215.28,29594.52,0.0196,0.0823,0.2748
2024-03-10,106732,Facebook Ads,Performance,West,Desktop,24552,462,38,16663.61,9698.03,0.0188,0.0823,-0.418
2024-07-11,106733,Display,Performance,East,Desktop,42414,230,10,2452.83,3125.08,0.0054,0.0435,0.2741
2024-03-08,106734,Email,Brand,North,Desktop,10679,516,10,2172.85,4550.88,0.0483,0.0194,1.0944
2024-10-31,106735,Affiliate,Remarketing,North,Mobile,31855,1479,148,22693.96,52960.87,0.0464,0.1001,1.3337
2024-02-21,106736,Email,Performance,South,Mobile,15817,742,52,3038.59,17348.16,0.0469,0.0701,4.7093
2024-12-28,106737,Facebook Ads,Remarketing,West,Mobile,42410,505,62,5338.67,38470.1,0.0119,0.1228,6.2059
2024-10-11,106738,YouTube Ads,Brand,South,Mobile,43276,917,9,20489.84,4984.01,0.0212,0.0098,-0.7568
2024-11-29,106739,Affiliate,Brand,East,Mobile,26349,842,11,15399.36,3776.66,0.032,0.0131,-0.7548
2024-01-09,106740,Email,Performance,West,Mobile,5513,360,14,1571.49,6204.0,0.0653,0.0389,2.9478
2024-09-07,106741,Email,Performance,South,Desktop,15819,603,26,2364.14,10020.14,0.0381,0.0431,3.2384
2024-11-27,106742,Affiliate,Performance,East,Mobile,16119,666,21,11197.36,6996.44,0.0413,0.0315,-0.3752
2024-10-24,106743,Google Search,Remarketing,North,Mobile,35610,1136,161,35072.37,46870.34,0.0319,0.1417,0.3364
2024-07-02,106744,Email,Performance,East,Mobile,11694,655,27,779.78,11280.42,0.056,0.0412,13.4662
2024-06-27,106745,Display,Performance,East,Mobile,27214,153,5,990.97,1181.43,0.0056,0.0327,0.1922
2024-07-16,106746,Affiliate,Remarketing,East,Mobile,12761,345,33,4014.66,15771.34,0.027,0.0957,2.9284
2024-05-07,106747,Google Search,Performance,West,Mobile,26150,2024,194,73363.3,37327.47,0.0774,0.0958,-0.4912
2024-01-20,106748,Instagram Ads,Performance,North,Desktop,22070,776,75,24450.15,16726.98,0.0352,0.0966,-0.3159
2024-11-23,106749,YouTube Ads,Performance,West,Mobile,47366,1342,103,32594.61,35857.85,0.0283,0.0768,0.1001
2024-03-05,106750,Facebook Ads,Performance,North,Mobile,27548,685,29,22689.8,11369.94,0.0249,0.0423,-0.4989
2024-06-30,106751,YouTube Ads,Performance,South,Mobile,26778,571,17,8297.87,5425.19,0.0213,0.0298,-0.3462
2024-08-28,106752,Facebook Ads,Performance,South,Mobile,27085,691,36,9931.68,12128.95,0.0255,0.0521,0.2212
2024-01-24,106753,Facebook Ads,Performance,East,Desktop,25571,623,24,22528.45,11788.62,0.0244,0.0385,-0.4767
2024-03-23,106754,Instagram Ads,Brand,East,Mobile,34792,1081,35,33223.44,8093.02,0.0311,0.0324,-0.7564
2024-11-14,106755,Instagram Ads,Remarketing,West,Mobile,43148,573,84,7094.92,29066.5,0.0133,0.1466,3.0968
2024-07-03,106756,Instagram Ads,Brand,North,Mobile,16888,306,3,2850.41,920.03,0.0181,0.0098,-0.6772
2024-11-11,106757,Instagram Ads,Brand,North,Desktop,35224,672,14,21686.78,5622.93,0.0191,0.0208,-0.7407
2024-04-08,106758,Facebook Ads,Performance,North,Mobile,27898,599,55,20760.26,20062.72,0.0215,0.0918,-0.0336
2024-03-02,106759,Google Search,Performance,East,Mobile,19505,1008,81,76663.58,29932.86,0.0517,0.0804,-0.6096
2024-10-12,106760,Google Search,Performance,East,Mobile,31092,2082,189,86346.25,70129.07,0.067,0.0908,-0.1878
2024-01-22,106761,Google Search,Performance,North,Desktop,27931,1069,101,63579.59,28762.71,0.0383,0.0945,-0.5476
2024-07-30,106762,Instagram Ads,Remarketing,East,Desktop,8429,259,23,8115.34,13514.3,0.0307,0.0888,0.6653
2024-05-05,106763,Email,Performance,North,Mobile,18767,630,49,1490.4,8249.11,0.0336,0.0778,4.5348
2024-02-11,106764,Google Search,Performance,West,Desktop,29443,1642,130,79590.46,49993.02,0.0558,0.0792,-0.3719
2024-04-07,106765,Google Search,Remarketing,South,Mobile,24835,1523,172,79045.49,45273.62,0.0613,0.1129,-0.4272
2024-01-31,106766,Email,Brand,North,Mobile,11708,575,11,642.33,3025.54,0.0491,0.0191,3.7103
2024-06-06,106767,Facebook Ads,Remarketing,East,Mobile,30303,498,66,17356.0,17028.85,0.0164,0.1325,-0.0188
2024-04-21,106768,Affiliate,Performance,West,Desktop,16725,666,55,12758.55,19671.95,0.0398,0.0826,0.5419
2024-09-03,106769,Email,Remarketing,East,Mobile,19762,1041,98,2777.95,36804.64,0.0527,0.0941,12.2488
2024-05-01,106770,Facebook Ads,Brand,East,Desktop,36734,1394,31,39498.37,7215.54,0.0379,0.0222,-0.8173
2024-09-29,106771,Facebook Ads,Remarketing,East,Mobile,30146,874,44,22941.31,23874.87,0.029,0.0503,0.0407
2024-10-20,106772,Instagram Ads,Performance,North,Desktop,26835,959,85,16680.09,12188.77,0.0357,0.0886,-0.2693
2024-07-25,106773,Google Search,Performance,West,Mobile,25290,1784,88,44503.36,29078.2,0.0705,0.0493,-0.3466
2024-04-19,106774,Google Search,Performance,North,Mobile,29951,1057,66,54127.07,31882.56,0.0353,0.0624,-0.411
2024-10-04,106775,Google Search,Remarketing,South,Mobile,27493,1782,162,61740.18,105145.47,0.0648,0.0909,0.703
2024-02-25,106776,Email,Performance,North,Mobile,16542,594,46,2143.97,18164.69,0.0359,0.0774,7.4725
2024-02-26,106777,Instagram Ads,Performance,South,Mobile,24639,964,55,21694.82,9693.42,0.0391,0.0571,-0.5532
2024-10-17,106778,Google Search,Remarketing,West,Mobile,16934,914,62,50664.58,40202.06,0.054,0.0678,-0.2065
2024-04-23,106779,YouTube Ads,Performance,West,Desktop,23370,485,44,8261.87,10811.79,0.0208,0.0907,0.3086
2024-11-03,106780,Instagram Ads,Performance,North,Mobile,34910,718,30,22913.81,6188.7,0.0206,0.0418,-0.7299
2024-12-06,106781,Instagram Ads,Remarketing,North,Mobile,46394,1552,82,18593.52,55216.36,0.0335,0.0528,1.9697
2024-07-16,106782,Google Search,Brand,East,Mobile,17059,542,8,37040.14,1748.48,0.0318,0.0148,-0.9528
2024-11-16,106783,Instagram Ads,Remarketing,South,Mobile,26839,985,94,33270.9,50592.31,0.0367,0.0954,0.5206
2024-06-27,106784,Affiliate,Performance,East,Mobile,19350,400,23,6327.89,6000.43,0.0207,0.0575,-0.0517
2024-08-06,106785,Google Search,Performance,East,Desktop,25230,1043,89,29561.81,41275.77,0.0413,0.0853,0.3963
2024-10-03,106786,Facebook Ads,Brand,West,Mobile,38570,386,6,13705.78,2760.12,0.01,0.0155,-0.7986
2024-01-16,106787,Facebook Ads,Remarketing,North,Desktop,33884,657,83,22176.31,48954.54,0.0194,0.1263,1.2075
2024-03-01,106788,Facebook Ads,Remarketing,West,Mobile,29863,646,38,23179.99,20114.88,0.0216,0.0588,-0.1322
2024-02-23,106789,Facebook Ads,Performance,North,Desktop,31026,528,33,12983.65,8707.15,0.017,0.0625,-0.3294
2024-06-16,106790,Display,Performance,West,Mobile,22626,191,17,2453.0,7630.56,0.0084,0.089,2.1107
2024-01-26,106791,Affiliate,Brand,West,Mobile,17908,828,18,6052.85,6514.28,0.0462,0.0217,0.0762
2024-12-01,106792,Google Search,Remarketing,West,Mobile,39465,1828,267,99809.56,166405.11,0.0463,0.1461,0.6672
2024-03-05,106793,Instagram Ads,Performance,South,Desktop,31299,1121,83,25667.47,38505.12,0.0358,0.074,0.5002
2024-04-09,106794,YouTube Ads,Brand,West,Mobile,42790,565,18,12958.1,7254.12,0.0132,0.0319,-0.4402
2024-03-14,106795,Instagram Ads,Remarketing,South,Mobile,21893,847,85,26509.89,41538.73,0.0387,0.1004,0.5669
2024-07-10,106796,Instagram Ads,Remarketing,West,Mobile,20133,691,64,18887.17,23395.57,0.0343,0.0926,0.2387
2024-06-19,106797,Google Search,Brand,North,Desktop,16456,1115,13,33997.33,5874.61,0.0678,0.0117,-0.8272
2024-09-29,106798,Instagram Ads,Remarketing,South,Mobile,15153,401,24,11942.62,11731.86,0.0265,0.0599,-0.0176
2024-07-05,106799,Facebook Ads,Remarketing,North,Mobile,25182,916,98,26039.59,37360.16,0.0364,0.107,0.4347
2024-01-23,106800,Email,Remarketing,North,Desktop,13539,523,58,2231.32,34237.78,0.0386,0.1109,14.3442
2024-06-29,106801,Email,Brand,North,Desktop,14123,706,27,3355.92,9132.7,0.05,0.0382,1.7214
2024-11-22,106802,Google Search,Performance,South,Desktop,37767,2341,210,110039.44,91980.78,0.062,0.0897,-0.1641
2024-04-17,106803,Google Search,Remarketing,East,Desktop,21084,1636,219,105800.73,139831.09,0.0776,0.1339,0.3216
2024-11-30,106804,Affiliate,Brand,South,Mobile,31494,620,11,12148.46,6142.29,0.0197,0.0177,-0.4944
2024-06-10,106805,Instagram Ads,Performance,East,Mobile,28440,468,27,6443.7,13323.2,0.0165,0.0577,1.0676
2024-10-28,106806,Display,Performance,South,Mobile,56930,679,25,8938.35,10531.85,0.0119,0.0368,0.1783
2024-07-24,106807,Google Search,Performance,West,Desktop,16091,1221,86,34818.06,40111.65,0.0759,0.0704,0.152
2024-03-18,106808,Instagram Ads,Performance,East,Desktop,36210,460,16,3892.77,6322.28,0.0127,0.0348,0.6241
2024-01-16,106809,Instagram Ads,Remarketing,West,Desktop,23277,491,46,15157.04,14109.93,0.0211,0.0937,-0.0691
2024-11-22,106810,Display,Performance,East,Mobile,33648,311,21,4515.25,3925.39,0.0092,0.0675,-0.1306
2024-04-05,106811,Google Search,Performance,South,Mobile,24631,1114,51,24433.0,18078.16,0.0452,0.0458,-0.2601
2024-05-26,106812,Facebook Ads,Performance,South,Mobile,23636,253,21,8939.17,7561.69,0.0107,0.083,-0.1541
2024-01-02,106813,Facebook Ads,Performance,East,Mobile,33219,1154,89,35753.01,27195.3,0.0347,0.0771,-0.2394
2024-01-10,106814,Display,Brand,West,Mobile,42359,217,3,2473.25,1605.17,0.0051,0.0138,-0.351
2024-05-04,106815,Affiliate,Remarketing,North,Desktop,22469,712,105,8468.76,35088.17,0.0317,0.1475,3.1432
2024-03-21,106816,Affiliate,Performance,East,Mobile,19718,334,22,3759.67,5314.24,0.0169,0.0659,0.4135
2024-05-19,106817,Affiliate,Performance,East,Mobile,25897,1112,35,11781.95,16954.45,0.0429,0.0315,0.439
2024-11-21,106818,Google Search,Remarketing,West,Mobile,33212,2236,190,95947.35,93097.83,0.0673,0.085,-0.0297
2024-05-29,106819,Google Search,Brand,North,Desktop,24092,1591,62,121280.96,12086.48,0.066,0.039,-0.9003
2024-10-14,106820,Google Search,Performance,East,Mobile,29042,1940,180,133756.54,38849.47,0.0668,0.0928,-0.7096
2024-12-26,106821,Facebook Ads,Brand,North,Desktop,28041,1071,15,20789.72,6674.27,0.0382,0.014,-0.679
2024-12-05,106822,Display,Performance,North,Mobile,31876,358,32,4255.46,8051.23,0.0112,0.0894,0.892
2024-05-08,106823,Display,Brand,South,Mobile,31019,555,15,6037.18,6169.66,0.0179,0.027,0.0219
2024-08-26,106824,Google Search,Remarketing,West,Mobile,18420,722,37,51088.04,21993.2,0.0392,0.0512,-0.5695
2024-02-27,106825,YouTube Ads,Performance,East,Desktop,28498,510,42,3487.54,14842.45,0.0179,0.0824,3.2559
2024-07-16,106826,Affiliate,Performance,East,Mobile,13873,212,12,3286.44,3741.76,0.0153,0.0566,0.1385
2024-07-29,106827,Instagram Ads,Performance,North,Desktop,31970,683,39,9980.87,8829.82,0.0214,0.0571,-0.1153
2024-02-14,106828,Google Search,Brand,East,Mobile,19946,1055,22,36393.1,5515.1,0.0529,0.0209,-0.8485
2024-04-06,106829,Instagram Ads,Remarketing,North,Mobile,33773,1418,155,38363.76,72161.65,0.042,0.1093,0.881
2024-10-05,106830,Facebook Ads,Brand,East,Mobile,30236,589,18,21703.66,4931.7,0.0195,0.0306,-0.7728
2024-01-23,106831,Instagram Ads,Performance,West,Mobile,29325,1002,75,21976.69,20824.15,0.0342,0.0749,-0.0524
2024-11-30,106832,Instagram Ads,Brand,East,Mobile,26762,1057,18,21741.79,7174.03,0.0395,0.017,-0.67
2024-02-13,106833,Google Search,Remarketing,North,Mobile,26225,1214,146,83652.37,45126.2,0.0463,0.1203,-0.4606
2024-01-27,106834,Affiliate,Performance,North,Desktop,31387,656,25,3530.41,5445.8,0.0209,0.0381,0.5425
2024-10-08,106835,Instagram Ads,Brand,East,Mobile,27738,874,34,23677.31,17942.9,0.0315,0.0389,-0.2422
2024-04-06,106836,Instagram Ads,Performance,East,Mobile,25944,554,34,5271.53,11514.56,0.0214,0.0614,1.1843
2024-02-05,106837,Affiliate,Remarketing,North,Mobile,14062,532,31,4610.45,18718.07,0.0378,0.0583,3.0599
2024-04-18,106838,Google Search,Performance,South,Mobile,31871,1170,82,70228.07,27300.81,0.0367,0.0701,-0.6113
2024-02-24,106839,Google Search,Performance,South,Mobile,32869,1235,86,52872.44,32425.2,0.0376,0.0696,-0.3867
2024-07-10,106840,Display,Performance,East,Desktop,24159,365,11,2388.08,3424.0,0.0151,0.0301,0.4338
2024-08-06,106841,Facebook Ads,Brand,West,Mobile,28821,1129,11,28371.05,2980.68,0.0392,0.0097,-0.8949
2024-07-03,106842,Email,Brand,East,Desktop,14919,482,19,2120.54,6906.47,0.0323,0.0394,2.2569
2024-03-09,106843,Facebook Ads,Performance,West,Mobile,30503,958,54,21823.21,20809.16,0.0314,0.0564,-0.0465
2024-11-12,106844,Google Search,Remarketing,East,Mobile,23060,1305,97,67824.57,37728.18,0.0566,0.0743,-0.4437
2024-05-09,106845,Instagram Ads,Remarketing,North,Mobile,21233,846,88,10376.41,49251.0,0.0398,0.104,3.7464
2024-02-24,106846,Google Search,Remarketing,East,Mobile,17301,855,43,39910.11,12411.14,0.0494,0.0503,-0.689
2024-04-06,106847,Email,Brand,West,Mobile,18841,1292,13,1377.48,3454.3,0.0686,0.0101,1.5077
2024-12-01,106848,YouTube Ads,Remarketing,West,Mobile,55960,549,33,11947.72,19934.31,0.0098,0.0601,0.6685
2024-03-27,106849,Affiliate,Performance,East,Desktop,28341,1401,120,11351.63,27988.71,0.0494,0.0857,1.4656
2024-10-20,106850,Email,Performance,East,Desktop,13462,838,39,3921.47,13500.45,0.0622,0.0465,2.4427
2024-04-28,106851,Google Search,Performance,South,Mobile,26872,1970,128,81679.9,45861.48,0.0733,0.065,-0.4385
2024-07-26,106852,Display,Brand,East,Desktop,32571,574,9,7479.51,2526.85,0.0176,0.0157,-0.6622
2024-11-29,106853,YouTube Ads,Brand,East,Mobile,52455,1414,37,18088.44,14666.31,0.027,0.0262,-0.1892
2024-06-02,106854,YouTube Ads,Performance,North,Mobile,41486,1075,70,8658.77,36755.43,0.0259,0.0651,3.2449
2024-02-04,106855,Display,Brand,West,Desktop,62975,1164,25,10528.03,10131.42,0.0185,0.0215,-0.0377
2024-03-19,106856,Instagram Ads,Performance,South,Mobile,50107,1363,82,20493.91,12527.14,0.0272,0.0602,-0.3887
2024-03-07,106857,Instagram Ads,Performance,North,Desktop,30514,1311,99,21921.23,23578.25,0.043,0.0755,0.0756
2024-12-08,106858,YouTube Ads,Remarketing,East,Mobile,67377,1109,148,12556.7,84163.55,0.0165,0.1335,5.7027
2024-02-03,106859,Facebook Ads,Remarketing,West,Mobile,23537,749,61,15261.01,30164.5,0.0318,0.0814,0.9766
2024-04-06,106860,Google Search,Remarketing,East,Mobile,24378,1597,164,79670.15,49196.23,0.0655,0.1027,-0.3825
2024-06-17,106861,YouTube Ads,Remarketing,East,Desktop,28823,751,101,5672.89,39236.08,0.0261,0.1345,5.9164
2024-06-17,106862,Facebook Ads,Remarketing,East,Mobile,28701,922,61,16346.19,33893.62,0.0321,0.0662,1.0735
2024-05-30,106863,Google Search,Performance,East,Mobile,28286,898,88,52029.37,39091.94,0.0317,0.098,-0.2487
2024-03-11,106864,Google Search,Remarketing,West,Mobile,39370,2636,329,172241.81,173911.98,0.067,0.1248,0.0097
2024-01-03,106865,YouTube Ads,Performance,North,Mobile,30686,261,14,2577.69,6176.59,0.0085,0.0536,1.3962
2024-11-09,106866,Facebook Ads,Remarketing,East,Mobile,47935,1246,109,22254.01,51136.42,0.026,0.0875,1.2979
2024-02-01,106867,Email,Brand,East,Desktop,13449,833,13,2425.8,5093.66,0.0619,0.0156,1.0998
2024-10-13,106868,Facebook Ads,Performance,South,Desktop,30975,1080,52,42587.57,14265.27,0.0349,0.0481,-0.665
2024-03-22,106869,Instagram Ads,Remarketing,South,Desktop,26351,1047,113,23929.53,43467.11,0.0397,0.1079,0.8165
2024-02-12,106870,Facebook Ads,Performance,West,Desktop,44855,1259,38,43315.74,12992.05,0.0281,0.0302,-0.7001
2024-04-14,106871,YouTube Ads,Brand,East,Desktop,20389,245,2,5726.52,898.02,0.012,0.0082,-0.8432
2024-01-01,106872,Facebook Ads,Performance,East,Desktop,33391,842,83,24507.68,34759.0,0.0252,0.0986,0.4183
2024-03-01,106873,Affiliate,Performance,East,Mobile,25630,847,39,10830.87,10041.17,0.033,0.046,-0.0729
2024-09-26,106874,Affiliate,Remarketing,West,Mobile,15164,399,53,6570.83,26233.77,0.0263,0.1328,2.9925
2024-06-28,106875,Display,Performance,West,Desktop,35698,405,29,2764.76,7674.33,0.0113,0.0716,1.7758
2024-08-11,106876,Affiliate,Brand,East,Mobile,16383,745,17,14593.92,8663.51,0.0455,0.0228,-0.4064
2024-01-06,106877,Instagram Ads,Remarketing,East,Desktop,41739,1214,149,25293.83,56843.0,0.0291,0.1227,1.2473
2024-04-12,106878,Instagram Ads,Remarketing,West,Mobile,18977,669,36,22119.76,21322.98,0.0353,0.0538,-0.036
2024-01-10,106879,Email,Performance,East,Desktop,17172,769,63,3106.11,26237.43,0.0448,0.0819,7.447
2024-03-11,106880,YouTube Ads,Remarketing,North,Mobile,35677,770,104,7107.25,46755.01,0.0216,0.1351,5.5785
2024-03-30,106881,Display,Performance,North,Mobile,33778,215,10,1214.4,2149.97,0.0064,0.0465,0.7704
2024-08-13,106882,Email,Performance,West,Mobile,13916,926,47,2221.77,8444.29,0.0665,0.0508,2.8007
2024-06-06,106883,Affiliate,Remarketing,North,Mobile,22995,695,41,7353.54,25856.48,0.0302,0.059,2.5162
2024-08-15,106884,Facebook Ads,Remarketing,South,Desktop,31461,1020,138,10658.94,79554.94,0.0324,0.1353,6.4637
2024-05-05,106885,Display,Performance,East,Mobile,22698,340,29,4511.64,13140.97,0.015,0.0853,1.9127
2024-07-27,106886,YouTube Ads,Brand,South,Desktop,39432,1008,22,9887.44,10407.29,0.0256,0.0218,0.0526
2024-04-06,106887,YouTube Ads,Brand,South,Mobile,42817,375,7,8060.77,1722.63,0.0088,0.0187,-0.7863
2024-03-14,106888,Facebook Ads,Remarketing,South,Desktop,37890,1442,133,35309.14,49888.19,0.0381,0.0922,0.4129
2024-04-24,106889,Email,Remarketing,North,Mobile,16306,1002,92,3374.87,34771.91,0.0614,0.0918,9.3032
2024-07-09,106890,Affiliate,Performance,East,Mobile,11213,495,29,6458.15,9077.51,0.0441,0.0586,0.4056
2024-06-18,106891,Google Search,Performance,East,Mobile,29187,1557,62,119392.2,10808.79,0.0533,0.0398,-0.9095
2024-11-02,106892,YouTube Ads,Performance,West,Desktop,61854,1578,48,21081.26,20212.41,0.0255,0.0304,-0.0412
2024-07-22,106893,Facebook Ads,Remarketing,South,Mobile,30618,834,105,18066.87,42175.9,0.0272,0.1259,1.3344
2024-02-25,106894,Affiliate,Performance,North,Mobile,21517,701,37,9970.64,12795.04,0.0326,0.0528,0.2833
2024-07-26,106895,Instagram Ads,Performance,South,Mobile,27641,1047,67,19170.52,11631.19,0.0379,0.064,-0.3933
2024-02-10,106896,Facebook Ads,Performance,South,Mobile,38767,1117,57,31525.52,20878.15,0.0288,0.051,-0.3377
2024-02-01,106897,Facebook Ads,Brand,East,Desktop,40314,496,10,13476.96,4554.53,0.0123,0.0202,-0.6621
2024-01-15,106898,YouTube Ads,Performance,West,Mobile,45471,678,23,13899.56,11537.59,0.0149,0.0339,-0.1699
2024-03-02,106899,Google Search,Performance,North,Mobile,29058,1775,99,140929.44,21310.47,0.0611,0.0558,-0.8488
2024-06-03,106900,YouTube Ads,Performance,East,Desktop,37923,1057,65,25945.49,31872.26,0.0279,0.0615,0.2284
2024-10-10,106901,Affiliate,Remarketing,South,Mobile,38514,1835,244,12581.74,147577.92,0.0476,0.133,10.7295
2024-07-27,106902,Display,Performance,East,Desktop,15552,273,14,2300.14,3456.93,0.0176,0.0513,0.5029
2024-11-15,106903,Google Search,Brand,South,Mobile,25150,1074,13,48696.8,7711.32,0.0427,0.0121,-0.8416
2024-07-05,106904,Affiliate,Performance,North,Desktop,14484,457,37,3592.06,10220.97,0.0316,0.081,1.8454
2024-05-09,106905,YouTube Ads,Brand,East,Mobile,61179,1072,22,21305.66,7334.5,0.0175,0.0205,-0.6557
2024-05-06,106906,Google Search,Brand,East,Desktop,23731,1232,46,96234.82,24803.26,0.0519,0.0373,-0.7423
2024-10-18,106907,Google Search,Performance,East,Mobile,15120,491,47,14316.47,21104.17,0.0325,0.0957,0.4741
2024-04-23,106908,Google Search,Remarketing,East,Mobile,20034,774,106,28123.12,50915.55,0.0386,0.137,0.8105
2024-07-17,106909,Display,Remarketing,East,Mobile,36027,262,19,3474.19,5877.72,0.0073,0.0725,0.6918
2024-01-13,106910,Google Search,Remarketing,North,Mobile,25314,1540,116,59006.12,52996.88,0.0608,0.0753,-0.1018
2024-09-27,106911,Facebook Ads,Performance,West,Mobile,29375,656,56,15244.01,26910.31,0.0223,0.0854,0.7653
2024-03-29,106912,Email,Remarketing,North,Mobile,15839,573,54,2269.9,28866.36,0.0362,0.0942,11.717
2024-08-02,106913,Instagram Ads,Remarketing,East,Desktop,36127,962,76,10969.02,18596.45,0.0266,0.079,0.6954
2024-10-04,106914,Email,Performance,South,Mobile,22240,805,40,2502.39,12824.45,0.0362,0.0497,4.1249
2024-07-21,106915,Email,Performance,South,Mobile,10813,625,44,899.17,18120.89,0.0578,0.0704,19.1529
2024-03-14,106916,Google Search,Brand,East,Mobile,26971,1034,38,39624.69,20923.6,0.0383,0.0368,-0.472
2024-01-25,106917,Display,Performance,West,Mobile,48740,284,20,1659.42,8884.89,0.0058,0.0704,4.3542
2024-04-10,106918,Facebook Ads,Remarketing,East,Mobile,31766,937,104,29896.83,59235.49,0.0295,0.111,0.9813
2024-06-24,106919,Instagram Ads,Performance,North,Desktop,21598,423,34,5104.79,16920.72,0.0196,0.0804,2.3147
2024-04-26,106920,YouTube Ads,Brand,West,Desktop,28733,636,20,11599.77,6059.13,0.0221,0.0314,-0.4777
2024-06-14,106921,Google Search,Performance,West,Mobile,23932,788,73,42974.75,30267.41,0.0329,0.0926,-0.2957
2024-02-10,106922,Affiliate,Performance,North,Mobile,19024,449,18,6796.55,8959.55,0.0236,0.0401,0.3182
2024-12-09,106923,Instagram Ads,Remarketing,West,Mobile,31810,543,80,17195.53,40027.71,0.0171,0.1473,1.3278
2024-12-31,106924,Google Search,Brand,East,Mobile,31730,1413,28,73542.85,10811.98,0.0445,0.0198,-0.853
2024-04-29,106925,Affiliate,Performance,East,Mobile,16626,440,21,6956.0,9124.84,0.0265,0.0477,0.3118
